43400.530303	144039.884848	0.000000	0.000000	0.000000
45638.545455	149950.227273	0.000000	0.000000	0.000000
48279.909091	157055.345455	0.000000	0.000000	0.000000
49770.090909	161418.054545	0.000000	0.000000	0.000000
50964.681818	164286.509091	0.000000	0.000000	0.000000
459.780143	626.238300	0.000000	0.000000	0.000000
459.780143	626.238300	0.000000	0.000000	0.000000
459.780143	626.238300	0.000000	0.000000	0.000000
459.780143	626.986523	0.000000	0.000000	0.000000
459.780143	626.238300	0.000000	0.000000	0.000000
1235.785590	2285.016509	0.000000	0.000000	0.000000
1310.370546	2373.114112	0.000000	0.000000	0.000000
1386.836122	2496.529178	0.000000	0.000000	0.000000
1429.280570	2548.551036	0.000000	0.000000	0.000000
1466.930345	2592.652830	0.000000	0.000000	0.000000
0.005163	0.005163	0.005163	0.005163	0.005163
