wavelength	-0,003090	-0,003095	-0,002908	-0,003302	-0,003380	-0,003481
178,106480	813,119444	737,875556	805,837778	786,420000	837,391667	837,391667
178,493382	813,119444	737,875556	805,837778	786,420000	837,391667	837,391667
178,880256	813,119444	737,875556	805,837778	786,420000	837,391667	837,391667
179,267103	757,293333	674,767778	638,359444	720,885000	813,119444	813,119444
179,653922	689,331111	740,302778	665,058889	720,885000	650,495556	650,495556
180,040713	762,147778	672,340556	711,176111	723,312222	742,730000	742,730000
180,427476	691,758333	669,913333	735,448333	699,040000	745,157222	745,157222
180,814211	699,040000	640,786667	672,340556	694,185556	725,739444	725,739444
181,200918	686,903889	725,739444	711,176111	691,758333	606,805556	606,805556
181,587598	628,650556	759,720556	648,068333	672,340556	720,885000	720,885000
181,974250	660,204444	706,321667	669,913333	667,486111	635,932222	635,932222
182,360873	696,612778	708,748889	733,021111	686,903889	652,922778	652,922778
182,747469	716,030556	631,077778	643,213889	669,913333	638,359444	638,359444
183,134037	650,495556	614,087222	684,476667	599,523889	679,622222	679,622222
183,520577	648,068333	735,448333	674,767778	657,777222	723,312222	723,312222
183,907089	674,767778	655,350000	652,922778	762,147778	703,894444	703,894444
184,293573	672,340556	686,903889	713,603333	665,058889	633,505000	633,505000
184,680029	677,195000	652,922778	723,312222	745,157222	713,603333	713,603333
185,066457	689,331111	742,730000	706,321667	655,350000	742,730000	742,730000
185,452857	762,147778	669,913333	752,438889	774,283889	694,185556	694,185556
185,839229	750,011667	718,457778	708,748889	750,011667	745,157222	745,157222
186,225573	691,758333	733,021111	730,593889	742,730000	669,913333	669,913333
186,611889	745,157222	708,748889	725,739444	718,457778	650,495556	650,495556
186,998176	730,593889	767,002222	699,040000	706,321667	813,119444	813,119444
187,384436	723,312222	691,758333	747,584444	742,730000	769,429444	769,429444
187,770668	720,885000	752,438889	781,565556	781,565556	694,185556	694,185556
188,156871	774,283889	767,002222	703,894444	660,204444	783,992778	783,992778
188,543046	827,682778	810,692222	842,246111	764,575000	881,081667	881,081667
188,929193	769,429444	737,875556	800,983333	740,302778	745,157222	745,157222
189,315312	842,246111	701,467222	750,011667	742,730000	750,011667	750,011667
189,701403	834,964444	803,410556	820,401111	769,429444	800,983333	800,983333
190,087466	800,983333	783,992778	786,420000	771,856667	752,438889	752,438889
190,473500	825,255556	769,429444	927,198889	796,128889	834,964444	834,964444
190,859506	757,293333	817,973889	779,138333	771,856667	798,556111	798,556111
191,245484	849,527778	847,100556	815,546667	803,410556	842,246111	842,246111
191,631434	803,410556	883,508889	847,100556	803,410556	834,964444	834,964444
192,017355	769,429444	810,692222	830,110000	834,964444	822,828333	822,828333
192,403248	781,565556	832,537222	813,119444	781,565556	803,410556	803,410556
192,789113	788,847222	864,091111	815,546667	827,682778	854,382222	854,382222
193,174949	820,401111	864,091111	781,565556	842,246111	822,828333	822,828333
193,560757	786,420000	820,401111	919,917222	851,955000	878,654444	878,654444
193,946537	866,518333	844,673333	800,983333	820,401111	949,043889	949,043889
194,332288	898,072222	822,828333	873,800000	793,701667	839,818889	839,818889
194,718011	747,584444	844,673333	871,372778	813,119444	839,818889	839,818889
195,103705	876,227222	837,391667	893,217778	847,100556	827,682778	827,682778
195,489371	825,255556	839,818889	805,837778	839,818889	837,391667	837,391667
195,875009	767,002222	868,945556	825,255556	851,955000	817,973889	817,973889
196,260618	776,711111	873,800000	856,809444	873,800000	895,645000	895,645000
196,646199	851,955000	839,818889	827,682778	839,818889	849,527778	849,527778
197,031751	817,973889	837,391667	759,720556	830,110000	825,255556	825,255556
197,417275	800,983333	876,227222	837,391667	817,973889	793,701667	793,701667
197,802771	866,518333	817,973889	813,119444	786,420000	851,955000	851,955000
198,188237	793,701667	864,091111	849,527778	861,663889	861,663889	861,663889
198,573676	822,828333	832,537222	844,673333	900,499444	820,401111	820,401111
198,959085	873,800000	815,546667	793,701667	917,490000	837,391667	837,391667
199,344466	847,100556	864,091111	830,110000	856,809444	832,537222	832,537222
199,729819	878,654444	888,363333	859,236667	854,382222	820,401111	820,401111
200,115143	844,673333	871,372778	859,236667	888,363333	815,546667	815,546667
200,500438	851,955000	820,401111	883,508889	776,711111	861,663889	861,663889
200,885705	779,138333	873,800000	796,128889	849,527778	837,391667	837,391667
201,270943	849,527778	868,945556	881,081667	866,518333	856,809444	856,809444
201,656152	791,274444	834,964444	832,537222	808,265000	842,246111	842,246111
202,041333	837,391667	825,255556	873,800000	883,508889	832,537222	832,537222
202,426485	834,964444	813,119444	827,682778	864,091111	817,973889	817,973889
202,811608	830,110000	786,420000	837,391667	876,227222	868,945556	868,945556
203,196703	803,410556	817,973889	774,283889	844,673333	861,663889	861,663889
203,581769	798,556111	786,420000	820,401111	917,490000	813,119444	813,119444
203,966806	868,945556	769,429444	779,138333	767,002222	885,936111	885,936111
204,351814	825,255556	803,410556	769,429444	815,546667	837,391667	837,391667
204,736794	910,208333	844,673333	873,800000	839,818889	779,138333	779,138333
205,121745	893,217778	815,546667	798,556111	762,147778	876,227222	876,227222
205,506667	820,401111	822,828333	868,945556	822,828333	813,119444	813,119444
205,891560	890,790556	890,790556	779,138333	851,955000	805,837778	805,837778
206,276424	832,537222	900,499444	805,837778	839,818889	837,391667	837,391667
206,661260	893,217778	844,673333	776,711111	810,692222	837,391667	837,391667
207,046066	839,818889	830,110000	900,499444	847,100556	868,945556	868,945556
207,430844	834,964444	832,537222	815,546667	817,973889	798,556111	798,556111
207,815593	868,945556	822,828333	830,110000	815,546667	825,255556	825,255556
208,200313	866,518333	776,711111	842,246111	803,410556	837,391667	837,391667
208,585003	876,227222	786,420000	849,527778	786,420000	898,072222	898,072222
208,969665	754,866111	844,673333	902,926667	839,818889	900,499444	900,499444
209,354299	878,654444	832,537222	832,537222	827,682778	844,673333	844,673333
209,738903	764,575000	810,692222	851,955000	815,546667	813,119444	813,119444
210,123478	898,072222	844,673333	791,274444	876,227222	888,363333	888,363333
210,508024	832,537222	847,100556	844,673333	798,556111	808,265000	808,265000
210,892541	873,800000	885,936111	779,138333	757,293333	820,401111	820,401111
211,277029	817,973889	859,236667	849,527778	842,246111	830,110000	830,110000
211,661488	769,429444	791,274444	890,790556	866,518333	876,227222	876,227222
