178,106480	-36,408333	19,417778	19,417778	-48,544444	-18,204167	-42,476389	-16,990556	-7,281667	25,485833	24,272222	-21,845000	-9,708889	43,690000	-9,708889	-15,776944	29,126667	-24,272222	2,427222	-7,281667	48,544444	-14,563333	-21,845000	23,058611	8,495278	-12,136111	-12,136111	1,213611	-1,213611	-38,835556	-23,058611	-1,213611	-1,213611	-4,854444	-24,272222	-13,349722	10,922500
178,493382	-36,408333	19,417778	19,417778	-48,544444	-18,204167	-42,476389	-16,990556	-7,281667	25,485833	24,272222	-21,845000	-9,708889	43,690000	-9,708889	-15,776944	29,126667	-24,272222	2,427222	-7,281667	48,544444	-14,563333	-21,845000	23,058611	8,495278	-12,136111	-12,136111	1,213611	-1,213611	-38,835556	-23,058611	-1,213611	-1,213611	-4,854444	-24,272222	-13,349722	10,922500
178,880256	-36,408333	19,417778	19,417778	-48,544444	-18,204167	-42,476389	-16,990556	-7,281667	25,485833	24,272222	-21,845000	-9,708889	43,690000	-9,708889	-15,776944	29,126667	-24,272222	2,427222	-7,281667	48,544444	-14,563333	-21,845000	23,058611	8,495278	-12,136111	-12,136111	1,213611	-1,213611	-38,835556	-23,058611	-1,213611	-1,213611	-4,854444	-24,272222	-13,349722	10,922500
179,267103	-8,495278	-18,204167	-18,204167	-14,563333	29,126667	24,272222	-23,058611	14,563333	38,835556	-14,563333	7,281667	-23,058611	20,631389	67,962222	3,640833	27,913056	-1,213611	-30,340278	8,495278	16,990556	-27,913056	15,776944	-9,708889	-1,213611	38,835556	38,835556	7,281667	-15,776944	35,194722	27,913056	12,136111	12,136111	-19,417778	-38,835556	12,136111	-14,563333
179,653922	-12,136111	1,213611	1,213611	-7,281667	44,903611	0,000000	10,922500	8,495278	-25,485833	-46,117222	-7,281667	-23,058611	-8,495278	29,126667	18,204167	18,204167	32,767500	14,563333	19,417778	-57,039722	12,136111	24,272222	3,640833	19,417778	-2,427222	-2,427222	8,495278	-2,427222	31,553889	14,563333	-35,194722	-35,194722	37,621944	49,758056	18,204167	-20,631389
180,040713	-36,408333	-49,758056	-49,758056	-63,107778	-13,349722	-16,990556	-31,553889	-19,417778	-33,981111	-55,826111	-43,690000	29,126667	-48,544444	-10,922500	7,281667	-23,058611	-32,767500	-4,854444	-3,640833	-9,708889	-46,117222	-53,398889	-40,049167	7,281667	-13,349722	-13,349722	-32,767500	-4,854444	-66,748611	-61,894167	16,990556	16,990556	3,640833	-49,758056	-6,068056	-32,767500
180,427476	6,068056	-10,922500	-10,922500	12,136111	-42,476389	26,699444	-3,640833	-13,349722	-31,553889	-19,417778	4,854444	-38,835556	-32,767500	-15,776944	-13,349722	7,281667	-13,349722	9,708889	-21,845000	-16,990556	-38,835556	-9,708889	29,126667	-18,204167	-40,049167	-40,049167	-35,194722	-7,281667	14,563333	-54,612500	-42,476389	-42,476389	2,427222	2,427222	-16,990556	-27,913056
180,814211	36,408333	21,845000	21,845000	95,875278	47,330833	50,971667	54,612500	64,321389	-3,640833	23,058611	37,621944	-2,427222	55,826111	59,466944	7,281667	43,690000	-3,640833	13,349722	65,535000	-1,213611	-10,922500	42,476389	30,340278	33,981111	10,922500	10,922500	9,708889	20,631389	24,272222	10,922500	32,767500	32,767500	41,262778	1,213611	37,621944	16,990556
181,200918	3,640833	16,990556	16,990556	30,340278	27,913056	53,398889	16,990556	20,631389	-10,922500	20,631389	25,485833	8,495278	8,495278	26,699444	25,485833	-12,136111	33,981111	7,281667	64,321389	61,894167	15,776944	-32,767500	20,631389	35,194722	1,213611	1,213611	18,204167	16,990556	-21,845000	27,913056	52,185278	52,185278	46,117222	46,117222	-9,708889	-47,330833
181,587598	3,640833	-23,058611	-23,058611	-50,971667	-40,049167	-50,971667	-59,466944	-27,913056	-48,544444	-35,194722	-33,981111	-41,262778	-49,758056	-71,603056	-1,213611	3,640833	-30,340278	15,776944	-14,563333	-46,117222	-47,330833	-81,311944	-76,457500	-47,330833	-6,068056	-6,068056	-19,417778	36,408333	-29,126667	-24,272222	-48,544444	-48,544444	-41,262778	-10,922500	-6,068056	1,213611
181,974250	57,039722	24,272222	24,272222	8,495278	40,049167	-21,845000	4,854444	29,126667	49,758056	20,631389	50,971667	2,427222	-2,427222	4,854444	43,690000	41,262778	32,767500	-43,690000	10,922500	-7,281667	-10,922500	58,253333	9,708889	38,835556	41,262778	41,262778	54,612500	-21,845000	1,213611	9,708889	38,835556	38,835556	0,000000	-9,708889	-41,262778	8,495278
182,360873	-49,758056	-4,854444	-4,854444	6,068056	-58,253333	-15,776944	-24,272222	-1,213611	-24,272222	-7,281667	-24,272222	-37,621944	3,640833	-31,553889	-2,427222	7,281667	13,349722	-61,894167	4,854444	-25,485833	-3,640833	-25,485833	-14,563333	-1,213611	9,708889	9,708889	6,068056	2,427222	-29,126667	-43,690000	-12,136111	-12,136111	-43,690000	-13,349722	-38,835556	-48,544444
182,747469	33,981111	74,030278	74,030278	23,058611	44,903611	53,398889	-23,058611	61,894167	53,398889	75,243889	57,039722	47,330833	87,380000	75,243889	8,495278	4,854444	46,117222	48,544444	15,776944	60,680556	33,981111	32,767500	59,466944	30,340278	20,631389	20,631389	49,758056	55,826111	112,865833	25,485833	48,544444	48,544444	66,748611	54,612500	41,262778	12,136111
