259641,174722
262680,056944
259511,318333
260318,369722
260318,369722
266226,228611
269010,252500
279356,287222
279356,287222
283336,931667
283336,931667
287191,360556
299652,719444
308610,383056
306531,467222
323161,580278
323161,580278
313076,471944
333378,972222
348331,874722
348331,874722
359662,148056
362572,387500
377765,585000
377765,585000
379914,890278
391061,908333
421022,325833
400752,593056
407831,586667
407831,586667
401944,359167
420643,679167
420643,679167
434838,074722
438657,308889
438657,308889
462702,585833
465538,795000
465538,795000
465911,373611
462499,912778
470642,029722
470642,029722
498873,051389
485943,238611
495443,386389
504402,263611
503671,669722
503671,669722
498593,920833
502835,491667
514591,742500
525879,539444
535553,233611
517887,910278
528599,241944
528599,241944
509408,409444
509408,409444
523426,831389
500425,260000
514876,941111
526032,454444
533485,240278
533485,240278
537836,036111
550173,606667
541747,504722
541747,504722
548375,035000
548375,035000
548402,948056
537919,775278
537919,775278
546262,138056
537959,824444
539249,893056
531008,260000
534782,590556
540598,215000
540598,215000
546139,563333
542587,323611
542870,095000
547475,749167
547475,749167
541660,124722
533828,692222
538078,758333
540493,844444
540493,844444
540899,190556
540899,190556
542618,877500
570404,503889
570404,503889
543722,050000
539298,437500
544104,337500
544217,203333
545646,837222
550166,325000
537031,411944
535351,774167
533576,261111
530902,675833
537410,058611
543740,254167
551394,499444
