"RawData - File_210310_100927.spc"
"Wavelength nm."	"Abs."
333.00	3.815
334.00	3.797
335.00	4.000
336.00	3.433
337.00	3.023
338.00	3.181
339.00	3.592
340.00	3.404
341.00	3.098
342.00	3.330
343.00	3.181
344.00	3.656
345.00	3.060
346.00	3.042
347.00	3.319
348.00	3.505
349.00	3.590
350.00	3.533
351.00	3.137
352.00	3.333
353.00	3.024
354.00	3.320
355.00	3.273
356.00	3.443
357.00	3.175
358.00	3.024
359.00	3.406
360.00	3.434
361.00	3.072
362.00	3.605
363.00	3.444
364.00	3.180
365.00	3.142
366.00	3.244
367.00	3.223
368.00	3.676
369.00	3.099
370.00	3.268
371.00	3.416
372.00	3.376
373.00	3.338
374.00	3.565
375.00	3.555
376.00	3.234
377.00	3.454
378.00	3.331
379.00	3.519
380.00	3.347
381.00	3.437
382.00	3.564
383.00	3.467
384.00	3.575
385.00	3.583
386.00	3.576
387.00	3.479
388.00	3.536
389.00	3.149
390.00	3.569
391.00	3.188
392.00	3.457
393.00	3.303
394.00	3.232
395.00	3.281
396.00	3.191
397.00	3.228
398.00	3.256
399.00	3.211
400.00	3.144
401.00	3.067
402.00	3.043
403.00	3.049
404.00	2.947
405.00	2.830
406.00	2.733
407.00	2.618
408.00	2.505
409.00	2.380
410.00	2.236
411.00	2.092
412.00	1.955
413.00	1.828
414.00	1.702
415.00	1.580
416.00	1.475
417.00	1.374
418.00	1.286
419.00	1.210
420.00	1.145
421.00	1.089
422.00	1.039
423.00	0.999
424.00	0.965
425.00	0.937
426.00	0.917
427.00	0.902
428.00	0.894
429.00	0.892
430.00	0.895
431.00	0.903
432.00	0.916
433.00	0.934
434.00	0.957
435.00	0.985
436.00	1.017
437.00	1.054
438.00	1.096
439.00	1.143
440.00	1.196
441.00	1.253
442.00	1.315
443.00	1.385
444.00	1.463
445.00	1.548
446.00	1.641
447.00	1.743
448.00	1.849
449.00	1.964
450.00	2.086
451.00	2.215
452.00	2.347
453.00	2.457
454.00	2.576
455.00	2.672
456.00	2.755
457.00	2.822
458.00	2.887
459.00	2.914
460.00	2.935
461.00	2.963
462.00	2.961
463.00	2.982
464.00	2.942
465.00	2.953
466.00	2.993
467.00	2.982
468.00	2.988
469.00	2.973
470.00	2.982
471.00	2.984
472.00	2.981
473.00	2.977
474.00	2.995
475.00	2.967
476.00	2.995
477.00	2.977
478.00	2.996
479.00	2.978
480.00	2.983
481.00	2.982
482.00	2.984
483.00	2.986
484.00	2.979
485.00	2.987
486.00	2.986
487.00	2.997
488.00	3.000
489.00	2.985
490.00	2.992
491.00	2.999
492.00	2.997
493.00	2.996
494.00	2.992
495.00	2.996
496.00	2.999
497.00	3.008
498.00	2.999
499.00	3.004
500.00	3.007
501.00	2.987
502.00	3.001
503.00	3.001
504.00	3.010
505.00	3.014
506.00	2.994
507.00	3.008
508.00	2.996
509.00	3.009
510.00	3.001
511.00	3.003
512.00	3.002
513.00	3.002
514.00	2.993
515.00	2.987
516.00	2.986
517.00	2.991
518.00	2.996
519.00	3.000
520.00	3.002
521.00	3.005
522.00	2.998
523.00	3.003
524.00	2.992
525.00	2.995
526.00	3.011
527.00	3.001
528.00	3.002
529.00	3.004
530.00	2.993
531.00	2.986
532.00	2.999
533.00	3.008
534.00	3.010
535.00	2.998
536.00	2.911
537.00	2.821
538.00	2.831
539.00	2.824
540.00	2.832
541.00	2.829
542.00	2.833
543.00	2.830
544.00	2.832
545.00	2.837
546.00	2.835
547.00	2.831
548.00	2.827
549.00	2.831
550.00	2.833
551.00	2.828
552.00	2.824
553.00	2.830
554.00	2.827
555.00	2.823
556.00	2.828
557.00	2.821
558.00	2.820
559.00	2.820
560.00	2.819
561.00	2.818
562.00	2.815
563.00	2.811
564.00	2.811
565.00	2.804
566.00	2.796
567.00	2.794
568.00	2.772
569.00	2.712
570.00	2.580
571.00	2.363
572.00	2.099
573.00	1.830
574.00	1.572
575.00	1.346
576.00	1.158
577.00	0.994
578.00	0.855
579.00	0.739
580.00	0.636
581.00	0.550
582.00	0.477
583.00	0.414
584.00	0.361
585.00	0.316
586.00	0.278
587.00	0.245
588.00	0.217
589.00	0.194
590.00	0.174
591.00	0.157
592.00	0.142
593.00	0.129
594.00	0.118
595.00	0.109
596.00	0.101
597.00	0.094
598.00	0.089
599.00	0.083
600.00	0.079
601.00	0.075
602.00	0.072
603.00	0.069
604.00	0.066
605.00	0.064
606.00	0.062
607.00	0.060
608.00	0.058
609.00	0.057
610.00	0.056
611.00	0.055
612.00	0.053
613.00	0.053
614.00	0.052
615.00	0.051
616.00	0.050
617.00	0.050
618.00	0.049
619.00	0.049
620.00	0.049
621.00	0.048
622.00	0.048
623.00	0.047
624.00	0.047
625.00	0.047
626.00	0.047
627.00	0.046
628.00	0.046
629.00	0.046
630.00	0.046
631.00	0.045
632.00	0.045
633.00	0.045
634.00	0.045
635.00	0.044
636.00	0.044
637.00	0.044
638.00	0.044
639.00	0.044
640.00	0.044
641.00	0.044
642.00	0.044
643.00	0.043
644.00	0.043
645.00	0.043
646.00	0.043
647.00	0.043
648.00	0.043
649.00	0.043
650.00	0.043
651.00	0.043
652.00	0.043
653.00	0.043
654.00	0.043
655.00	0.043
656.00	0.043
657.00	0.043
658.00	0.043
659.00	0.042
660.00	0.042
661.00	0.042
662.00	0.042
663.00	0.042
664.00	0.042
665.00	0.042
666.00	0.042
667.00	0.042
668.00	0.042
669.00	0.042
670.00	0.042
671.00	0.042
672.00	0.042
673.00	0.042
674.00	0.042
675.00	0.041
676.00	0.041
677.00	0.041
678.00	0.041
679.00	0.041
680.00	0.041
681.00	0.041
682.00	0.041
683.00	0.041
684.00	0.041
685.00	0.041
686.00	0.041
687.00	0.041
688.00	0.041
689.00	0.041
690.00	0.041
691.00	0.041
692.00	0.041
693.00	0.040
694.00	0.040
695.00	0.040
696.00	0.040
697.00	0.040
698.00	0.040
699.00	0.040
700.00	0.040
701.00	0.040
702.00	0.040
703.00	0.040
704.00	0.040
705.00	0.040
706.00	0.040
707.00	0.040
708.00	0.040
709.00	0.040
710.00	0.040
711.00	0.040
712.00	0.040
713.00	0.040
714.00	0.040
715.00	0.040
716.00	0.040
717.00	0.040
718.00	0.040
719.00	0.040
720.00	0.040
721.00	0.040
722.00	0.040
723.00	0.040
724.00	0.040
725.00	0.040
726.00	0.040
727.00	0.040
728.00	0.040
729.00	0.040
730.00	0.040
731.00	0.040
732.00	0.040
733.00	0.040
734.00	0.040
735.00	0.040
736.00	0.040
737.00	0.040
738.00	0.040
739.00	0.040
740.00	0.040
741.00	0.040
742.00	0.040
743.00	0.040
744.00	0.040
745.00	0.040
746.00	0.040
747.00	0.040
748.00	0.040
749.00	0.040
750.00	0.040
751.00	0.040
752.00	0.040
753.00	0.040
754.00	0.040
755.00	0.040
756.00	0.040
757.00	0.040
758.00	0.040
759.00	0.040
760.00	0.037
761.00	0.037
762.00	0.038
763.00	0.038
764.00	0.038
765.00	0.038
766.00	0.038
767.00	0.038
768.00	0.038
769.00	0.038
770.00	0.038
771.00	0.037
772.00	0.037
773.00	0.038
774.00	0.038
775.00	0.037
776.00	0.037
777.00	0.037
778.00	0.037
779.00	0.037
780.00	0.037
781.00	0.037
782.00	0.037
783.00	0.037
784.00	0.037
785.00	0.037
786.00	0.037
787.00	0.037
788.00	0.037
789.00	0.037
790.00	0.037
791.00	0.037
792.00	0.037
793.00	0.037
794.00	0.037
795.00	0.037
796.00	0.037
797.00	0.037
798.00	0.037
799.00	0.037
800.00	0.037
801.00	0.037
802.00	0.037
803.00	0.037
804.00	0.037
805.00	0.037
806.00	0.037
807.00	0.037
808.00	0.037
809.00	0.037
810.00	0.037
811.00	0.037
812.00	0.037
813.00	0.037
814.00	0.037
815.00	0.037
816.00	0.037
817.00	0.037
818.00	0.037
819.00	0.037
820.00	0.037
821.00	0.037
822.00	0.037
823.00	0.037
824.00	0.037
825.00	0.037
826.00	0.037
827.00	0.037
828.00	0.037
829.00	0.037
830.00	0.037
831.00	0.037
832.00	0.037
833.00	0.037
834.00	0.037
835.00	0.037
836.00	0.037
837.00	0.037
838.00	0.037
839.00	0.037
840.00	0.037
841.00	0.037
842.00	0.037
843.00	0.037
844.00	0.037
845.00	0.038
846.00	0.037
847.00	0.038
848.00	0.037
849.00	0.037
850.00	0.037
851.00	0.037
852.00	0.037
853.00	0.037
854.00	0.038
855.00	0.037
856.00	0.038
857.00	0.038
858.00	0.038
859.00	0.038
860.00	0.038
861.00	0.038
862.00	0.038
863.00	0.038
864.00	0.038
865.00	0.038
866.00	0.038
867.00	0.038
868.00	0.038
869.00	0.038
870.00	0.038
871.00	0.038
872.00	0.038
873.00	0.038
874.00	0.038
875.00	0.038
876.00	0.038
877.00	0.038
878.00	0.038
879.00	0.038
880.00	0.038
881.00	0.038
882.00	0.038
883.00	0.039
884.00	0.039
885.00	0.039
886.00	0.039
887.00	0.039
888.00	0.039
889.00	0.039
890.00	0.039
891.00	0.039
892.00	0.040
893.00	0.040
894.00	0.040
895.00	0.040
896.00	0.040
897.00	0.040
898.00	0.040
899.00	0.040
900.00	0.040
901.00	0.040
902.00	0.040
903.00	0.040
904.00	0.041
905.00	0.041
906.00	0.041
907.00	0.041
908.00	0.041
909.00	0.041
910.00	0.041
911.00	0.041
912.00	0.041
913.00	0.041
914.00	0.041
915.00	0.041
916.00	0.041
917.00	0.041
918.00	0.040
919.00	0.040
920.00	0.040
921.00	0.040
922.00	0.040
923.00	0.040
924.00	0.040
925.00	0.040
926.00	0.040
927.00	0.040
928.00	0.040
929.00	0.040
930.00	0.040
931.00	0.040
932.00	0.040
933.00	0.040
934.00	0.040
935.00	0.040
936.00	0.040
937.00	0.040
938.00	0.040
939.00	0.040
940.00	0.040
941.00	0.040
942.00	0.040
943.00	0.040
944.00	0.040
945.00	0.040
946.00	0.039
947.00	0.039
948.00	0.040
949.00	0.039
950.00	0.039
951.00	0.039
952.00	0.039
953.00	0.039
954.00	0.039
955.00	0.039
956.00	0.039
957.00	0.039
958.00	0.039
959.00	0.039
960.00	0.039
961.00	0.039
962.00	0.039
963.00	0.040
964.00	0.039
965.00	0.040
966.00	0.039
967.00	0.040
968.00	0.040
969.00	0.040
970.00	0.040
971.00	0.040
972.00	0.040
973.00	0.040
974.00	0.040
975.00	0.040
976.00	0.040
977.00	0.040
978.00	0.040
979.00	0.040
980.00	0.040
981.00	0.040
982.00	0.040
983.00	0.040
984.00	0.040
985.00	0.040
986.00	0.040
987.00	0.040
988.00	0.040
989.00	0.040
990.00	0.040
991.00	0.040
992.00	0.040
993.00	0.040
994.00	0.040
995.00	0.040
996.00	0.040
997.00	0.040
998.00	0.040
999.00	0.040
1000.00	0.040
1001.00	0.041
1002.00	0.041
1003.00	0.041
1004.00	0.041
1005.00	0.041
1006.00	0.041
1007.00	0.041
1008.00	0.041
1009.00	0.041
1010.00	0.041
1011.00	0.041
1012.00	0.041
1013.00	0.041
1014.00	0.041
1015.00	0.041
1016.00	0.041
1017.00	0.041
1018.00	0.041
1019.00	0.041
1020.00	0.041
1021.00	0.041
1022.00	0.041
1023.00	0.041
1024.00	0.041
1025.00	0.041
1026.00	0.041
1027.00	0.041
1028.00	0.041
1029.00	0.041
1030.00	0.041
1031.00	0.041
1032.00	0.041
1033.00	0.041
1034.00	0.041
1035.00	0.041
1036.00	0.041
1037.00	0.041
1038.00	0.041
1039.00	0.041
1040.00	0.041
1041.00	0.041
1042.00	0.041
1043.00	0.041
1044.00	0.041
1045.00	0.041
1046.00	0.041
1047.00	0.041
1048.00	0.041
1049.00	0.041
1050.00	0.041
1051.00	0.041
1052.00	0.041
1053.00	0.041
1054.00	0.041
1055.00	0.041
1056.00	0.041
1057.00	0.041
1058.00	0.041
1059.00	0.041
1060.00	0.041
1061.00	0.041
1062.00	0.041
1063.00	0.041
1064.00	0.041
1065.00	0.041
1066.00	0.041
1067.00	0.040
1068.00	0.041
1069.00	0.041
1070.00	0.040
1071.00	0.040
1072.00	0.040
1073.00	0.040
1074.00	0.040
1075.00	0.040
1076.00	0.040
1077.00	0.040
1078.00	0.040
1079.00	0.040
1080.00	0.040
1081.00	0.040
1082.00	0.040
1083.00	0.040
1084.00	0.040
1085.00	0.041
1086.00	0.041
1087.00	0.040
1088.00	0.040
1089.00	0.041
1090.00	0.041
1091.00	0.041
1092.00	0.041
1093.00	0.040
1094.00	0.040
1095.00	0.041
1096.00	0.041
1097.00	0.041
1098.00	0.040
1099.00	0.041
1100.00	0.041
