Report Date:	13:41:34, 03/10/2021

Sample:	'GQD(EM)
File name:	Excitation_60_min_4004030.FDS
Run Date:	13:40:42, 03/10/2021
Operator:	User
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2468-001
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	Wavelength scan
Scan mode:	Emission
Data mode:	Fluorescence
EX WL:	500.0 nm
EM  Start WL:	510.0 nm
EM  End WL:	700.0 nm
Scan speed:	240 nm/min
Delay:	0.0 s
EX Slit:	2.5 nm
EM Slit:	2.5 nm
PMT Voltage:	400 V
Response:	4.0 s
Corrected spectra:	Off
Shutter control:	Off

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	Start(nm)	Apex(nm)	End(nm)	Height(Data)	Area(Data*nm)	Valley(nm)	Valley(Data)
1	510.0	588.0	700.0	151.8	5889.492	700.0	0.176

Data Points
nm	Data
510.0	0.107
511.0	0.107
512.0	0.110
513.0	0.113
514.0	0.117
515.0	0.122
516.0	0.129
517.0	0.138
518.0	0.146
519.0	0.158
520.0	0.171
521.0	0.186
522.0	0.203
523.0	0.223
524.0	0.245
525.0	0.271
526.0	0.301
527.0	0.335
528.0	0.372
529.0	0.413
530.0	0.459
531.0	0.510
532.0	0.564
533.0	0.626
534.0	0.694
535.0	0.773
536.0	0.860
537.0	0.953
538.0	1.058
539.0	1.177
540.0	1.307
541.0	1.448
542.0	1.600
543.0	1.767
544.0	1.954
545.0	2.157
546.0	2.381
547.0	2.624
548.0	2.879
549.0	3.161
550.0	3.457
551.0	3.772
552.0	4.114
553.0	4.475
554.0	4.862
555.0	5.267
556.0	5.703
557.0	6.172
558.0	6.679
559.0	7.235
560.0	7.850
561.0	8.542
562.0	9.368
563.0	10.36
564.0	11.58
565.0	13.12
566.0	15.09
567.0	17.61
568.0	20.83
569.0	24.85
570.0	29.75
571.0	35.65
572.0	42.45
573.0	50.22
574.0	58.84
575.0	68.19
576.0	78.06
577.0	88.11
578.0	98.24
579.0	108.0
580.0	117.0
581.0	125.3
582.0	132.5
583.0	138.6
584.0	143.5
585.0	147.3
586.0	149.9
587.0	151.4
588.0	151.8
589.0	151.4
590.0	150.2
591.0	148.2
592.0	145.7
593.0	142.7
594.0	139.3
595.0	135.6
596.0	131.7
597.0	127.7
598.0	123.5
599.0	119.3
600.0	115.0
601.0	110.7
602.0	106.4
603.0	102.2
604.0	98.07
605.0	93.97
606.0	89.94
607.0	86.02
608.0	82.18
609.0	78.42
610.0	74.74
611.0	71.17
612.0	67.70
613.0	64.32
614.0	61.03
615.0	57.86
616.0	54.80
617.0	51.84
618.0	48.99
619.0	46.24
620.0	43.62
621.0	41.12
622.0	38.71
623.0	36.42
624.0	34.23
625.0	32.13
626.0	30.13
627.0	28.24
628.0	26.46
629.0	24.78
630.0	23.18
631.0	21.67
632.0	20.23
633.0	18.89
634.0	17.62
635.0	16.44
636.0	15.33
637.0	14.29
638.0	13.31
639.0	12.40
640.0	11.54
641.0	10.74
642.0	9.986
643.0	9.295
644.0	8.644
645.0	8.038
646.0	7.475
647.0	6.957
648.0	6.467
649.0	6.017
650.0	5.598
651.0	5.214
652.0	4.852
653.0	4.520
654.0	4.210
655.0	3.921
656.0	3.656
657.0	3.404
658.0	3.173
659.0	2.955
660.0	2.755
661.0	2.567
662.0	2.392
663.0	2.231
664.0	2.077
665.0	1.934
666.0	1.802
667.0	1.680
668.0	1.566
669.0	1.461
670.0	1.362
671.0	1.271
672.0	1.185
673.0	1.105
674.0	1.031
675.0	0.962
676.0	0.896
677.0	0.835
678.0	0.778
679.0	0.726
680.0	0.677
681.0	0.632
682.0	0.589
683.0	0.550
684.0	0.513
685.0	0.477
686.0	0.443
687.0	0.413
688.0	0.384
689.0	0.359
690.0	0.335
691.0	0.312
692.0	0.291
693.0	0.274
694.0	0.256
695.0	0.240
696.0	0.224
697.0	0.211
698.0	0.199
699.0	0.187
700.0	0.176

