178,106480	655,350000	645,641111	582,533333	631,077778	631,077778	645,641111	609,232778	614,087222	614,087222	548,552222	548,552222	587,387778	657,777222	650,495556	686,903889	604,378333	604,378333	577,678889	628,650556	570,397222	570,397222	621,368889	589,815000	638,359444	638,359444	626,223333	623,796111	677,195000	577,678889	580,106111	580,106111	616,514444	618,941667	618,941667	638,359444	616,514444	616,514444	633,505000	604,378333	604,378333	674,767778	679,622222	667,486111	667,486111	631,077778	623,796111	677,195000	652,922778	648,068333	648,068333	682,049444	660,204444	621,368889	662,631667	652,922778	640,786667	657,777222	657,777222	628,650556	628,650556	650,495556	631,077778	665,058889	606,805556	599,523889	599,523889	626,223333	694,185556	626,223333	626,223333	694,185556	694,185556	633,505000	626,223333	626,223333	623,796111	640,786667	565,542778	621,368889	623,796111	580,106111	580,106111	638,359444	660,204444	648,068333	616,514444	616,514444	720,885000	621,368889	657,777222	635,932222	635,932222	611,660000	611,660000	672,340556	601,951111	601,951111	618,941667	599,523889	628,650556	633,505000	570,397222	599,523889	628,650556	514,571111	577,678889	652,922778	616,514444	570,397222	689,331111
178,493382	655,350000	645,641111	582,533333	631,077778	631,077778	645,641111	609,232778	614,087222	614,087222	548,552222	548,552222	587,387778	657,777222	650,495556	686,903889	604,378333	604,378333	577,678889	628,650556	570,397222	570,397222	621,368889	589,815000	638,359444	638,359444	626,223333	623,796111	677,195000	577,678889	580,106111	580,106111	616,514444	618,941667	618,941667	638,359444	616,514444	616,514444	633,505000	604,378333	604,378333	674,767778	679,622222	667,486111	667,486111	631,077778	623,796111	677,195000	652,922778	648,068333	648,068333	682,049444	660,204444	621,368889	662,631667	652,922778	640,786667	657,777222	657,777222	628,650556	628,650556	650,495556	631,077778	665,058889	606,805556	599,523889	599,523889	626,223333	694,185556	626,223333	626,223333	694,185556	694,185556	633,505000	626,223333	626,223333	623,796111	640,786667	565,542778	621,368889	623,796111	580,106111	580,106111	638,359444	660,204444	648,068333	616,514444	616,514444	720,885000	621,368889	657,777222	635,932222	635,932222	611,660000	611,660000	672,340556	601,951111	601,951111	618,941667	599,523889	628,650556	633,505000	570,397222	599,523889	628,650556	514,571111	577,678889	652,922778	616,514444	570,397222	689,331111
178,880256	655,350000	645,641111	582,533333	631,077778	631,077778	645,641111	609,232778	614,087222	614,087222	548,552222	548,552222	587,387778	657,777222	650,495556	686,903889	604,378333	604,378333	577,678889	628,650556	570,397222	570,397222	621,368889	589,815000	638,359444	638,359444	626,223333	623,796111	677,195000	577,678889	580,106111	580,106111	616,514444	618,941667	618,941667	638,359444	616,514444	616,514444	633,505000	604,378333	604,378333	674,767778	679,622222	667,486111	667,486111	631,077778	623,796111	677,195000	652,922778	648,068333	648,068333	682,049444	660,204444	621,368889	662,631667	652,922778	640,786667	657,777222	657,777222	628,650556	628,650556	650,495556	631,077778	665,058889	606,805556	599,523889	599,523889	626,223333	694,185556	626,223333	626,223333	694,185556	694,185556	633,505000	626,223333	626,223333	623,796111	640,786667	565,542778	621,368889	623,796111	580,106111	580,106111	638,359444	660,204444	648,068333	616,514444	616,514444	720,885000	621,368889	657,777222	635,932222	635,932222	611,660000	611,660000	672,340556	601,951111	601,951111	618,941667	599,523889	628,650556	633,505000	570,397222	599,523889	628,650556	514,571111	577,678889	652,922778	616,514444	570,397222	689,331111
179,267103	567,970000	507,289444	567,970000	592,242222	592,242222	543,697778	563,115556	524,280000	524,280000	580,106111	580,106111	529,134444	567,970000	582,533333	635,932222	553,406667	553,406667	570,397222	529,134444	553,406667	553,406667	541,270556	526,707222	536,416111	536,416111	507,289444	621,368889	543,697778	575,251667	553,406667	553,406667	565,542778	560,688333	560,688333	536,416111	480,590000	480,590000	555,833889	609,232778	609,232778	536,416111	487,871667	538,843333	538,843333	606,805556	580,106111	502,435000	548,552222	567,970000	567,970000	507,289444	565,542778	565,542778	558,261111	524,280000	609,232778	538,843333	538,843333	536,416111	536,416111	538,843333	521,852778	521,852778	553,406667	601,951111	601,951111	536,416111	538,843333	572,824444	572,824444	577,678889	577,678889	601,951111	546,125000	546,125000	575,251667	536,416111	550,979444	570,397222	604,378333	567,970000	567,970000	563,115556	548,552222	580,106111	509,716667	509,716667	546,125000	531,561667	550,979444	599,523889	599,523889	543,697778	543,697778	516,998333	616,514444	616,514444	531,561667	577,678889	548,552222	597,096667	546,125000	623,796111	526,707222	546,125000	553,406667	526,707222	584,960556	543,697778	507,289444
179,653922	500,007778	567,970000	507,289444	594,669444	594,669444	567,970000	567,970000	560,688333	560,688333	597,096667	597,096667	538,843333	594,669444	502,435000	555,833889	577,678889	577,678889	509,716667	480,590000	531,561667	531,561667	543,697778	553,406667	475,735556	475,735556	495,153333	548,552222	560,688333	541,270556	538,843333	538,843333	475,735556	548,552222	548,552222	582,533333	536,416111	536,416111	536,416111	541,270556	541,270556	548,552222	521,852778	541,270556	541,270556	446,608889	516,998333	563,115556	485,444444	577,678889	577,678889	550,979444	531,561667	516,998333	582,533333	550,979444	531,561667	536,416111	536,416111	512,143889	512,143889	495,153333	533,988889	538,843333	512,143889	470,881111	470,881111	504,862222	487,871667	589,815000	589,815000	560,688333	560,688333	502,435000	577,678889	577,678889	507,289444	485,444444	495,153333	577,678889	560,688333	565,542778	565,542778	504,862222	594,669444	570,397222	548,552222	548,552222	478,162778	538,843333	507,289444	555,833889	555,833889	589,815000	589,815000	582,533333	543,697778	543,697778	521,852778	512,143889	502,435000	512,143889	497,580556	519,425556	514,571111	512,143889	611,660000	526,707222	570,397222	563,115556	541,270556
180,040713	575,251667	558,261111	531,561667	526,707222	526,707222	509,716667	563,115556	485,444444	485,444444	480,590000	480,590000	485,444444	512,143889	531,561667	490,298889	635,932222	635,932222	538,843333	560,688333	531,561667	531,561667	560,688333	594,669444	463,599444	463,599444	521,852778	550,979444	550,979444	524,280000	509,716667	509,716667	550,979444	560,688333	560,688333	548,552222	487,871667	487,871667	577,678889	514,571111	514,571111	483,017222	543,697778	439,327222	439,327222	507,289444	570,397222	529,134444	597,096667	572,824444	572,824444	509,716667	570,397222	536,416111	541,270556	570,397222	604,378333	546,125000	546,125000	526,707222	526,707222	575,251667	570,397222	558,261111	497,580556	478,162778	478,162778	553,406667	546,125000	529,134444	529,134444	546,125000	546,125000	473,308333	529,134444	529,134444	521,852778	558,261111	541,270556	589,815000	572,824444	531,561667	531,561667	531,561667	558,261111	531,561667	548,552222	548,552222	475,735556	621,368889	533,988889	587,387778	587,387778	531,561667	531,561667	541,270556	550,979444	550,979444	533,988889	473,308333	516,998333	555,833889	524,280000	548,552222	543,697778	570,397222	492,726111	550,979444	577,678889	543,697778	516,998333
180,427476	538,843333	466,026667	502,435000	519,425556	519,425556	533,988889	580,106111	524,280000	524,280000	580,106111	580,106111	434,472778	609,232778	497,580556	533,988889	449,036111	449,036111	507,289444	524,280000	548,552222	548,552222	473,308333	546,125000	570,397222	570,397222	538,843333	475,735556	509,716667	509,716667	538,843333	538,843333	485,444444	543,697778	543,697778	509,716667	536,416111	536,416111	577,678889	546,125000	546,125000	466,026667	543,697778	529,134444	529,134444	580,106111	577,678889	516,998333	521,852778	512,143889	512,143889	507,289444	509,716667	563,115556	473,308333	524,280000	485,444444	497,580556	497,580556	485,444444	485,444444	519,425556	502,435000	487,871667	538,843333	572,824444	572,824444	519,425556	548,552222	519,425556	519,425556	587,387778	587,387778	512,143889	473,308333	473,308333	541,270556	533,988889	555,833889	519,425556	560,688333	500,007778	500,007778	570,397222	468,453889	504,862222	580,106111	580,106111	507,289444	570,397222	526,707222	509,716667	509,716667	470,881111	470,881111	521,852778	546,125000	546,125000	529,134444	565,542778	533,988889	550,979444	521,852778	509,716667	550,979444	536,416111	580,106111	550,979444	480,590000	526,707222	490,298889
180,814211	497,580556	526,707222	572,824444	652,922778	652,922778	519,425556	558,261111	417,482222	417,482222	560,688333	560,688333	541,270556	495,153333	480,590000	555,833889	587,387778	587,387778	485,444444	449,036111	509,716667	509,716667	466,026667	536,416111	543,697778	543,697778	490,298889	461,172222	550,979444	502,435000	492,726111	492,726111	509,716667	516,998333	516,998333	548,552222	509,716667	509,716667	553,406667	543,697778	543,697778	449,036111	483,017222	512,143889	512,143889	521,852778	529,134444	519,425556	451,463333	538,843333	538,843333	512,143889	565,542778	531,561667	529,134444	529,134444	495,153333	507,289444	507,289444	480,590000	480,590000	538,843333	509,716667	483,017222	444,181667	504,862222	504,862222	524,280000	504,862222	526,707222	526,707222	531,561667	531,561667	492,726111	497,580556	497,580556	548,552222	490,298889	449,036111	550,979444	480,590000	509,716667	509,716667	553,406667	504,862222	526,707222	480,590000	480,590000	512,143889	582,533333	558,261111	495,153333	495,153333	558,261111	558,261111	519,425556	536,416111	536,416111	553,406667	533,988889	504,862222	475,735556	500,007778	519,425556	487,871667	439,327222	599,523889	533,988889	541,270556	478,162778	490,298889
181,200918	453,890556	570,397222	526,707222	434,472778	434,472778	461,172222	453,890556	490,298889	490,298889	500,007778	500,007778	563,115556	483,017222	468,453889	553,406667	558,261111	558,261111	485,444444	502,435000	507,289444	507,289444	502,435000	526,707222	495,153333	495,153333	468,453889	429,618333	565,542778	507,289444	419,909444	419,909444	514,571111	516,998333	516,998333	468,453889	548,552222	548,552222	560,688333	514,571111	514,571111	480,590000	560,688333	529,134444	529,134444	509,716667	456,317778	468,453889	536,416111	500,007778	500,007778	509,716667	492,726111	475,735556	519,425556	519,425556	483,017222	565,542778	565,542778	475,735556	475,735556	507,289444	483,017222	516,998333	475,735556	538,843333	538,843333	546,125000	478,162778	555,833889	555,833889	555,833889	555,833889	487,871667	490,298889	490,298889	509,716667	492,726111	509,716667	567,970000	521,852778	536,416111	536,416111	468,453889	480,590000	507,289444	519,425556	519,425556	470,881111	529,134444	456,317778	470,881111	470,881111	512,143889	512,143889	516,998333	546,125000	546,125000	502,435000	553,406667	563,115556	478,162778	483,017222	546,125000	487,871667	516,998333	584,960556	480,590000	592,242222	466,026667	543,697778
181,587598	567,970000	514,571111	512,143889	490,298889	490,298889	546,125000	480,590000	444,181667	444,181667	507,289444	507,289444	541,270556	597,096667	533,988889	483,017222	456,317778	456,317778	643,213889	490,298889	524,280000	524,280000	543,697778	475,735556	524,280000	524,280000	543,697778	507,289444	441,754444	529,134444	490,298889	490,298889	439,327222	541,270556	541,270556	509,716667	458,745000	458,745000	516,998333	509,716667	509,716667	514,571111	473,308333	519,425556	519,425556	548,552222	548,552222	507,289444	516,998333	529,134444	529,134444	526,707222	514,571111	468,453889	531,561667	524,280000	473,308333	587,387778	587,387778	504,862222	504,862222	483,017222	461,172222	497,580556	521,852778	533,988889	533,988889	509,716667	553,406667	512,143889	512,143889	567,970000	567,970000	519,425556	492,726111	492,726111	560,688333	521,852778	487,871667	497,580556	546,125000	490,298889	490,298889	536,416111	504,862222	456,317778	572,824444	572,824444	516,998333	502,435000	565,542778	543,697778	543,697778	507,289444	507,289444	521,852778	526,707222	526,707222	483,017222	492,726111	507,289444	504,862222	550,979444	490,298889	521,852778	483,017222	516,998333	502,435000	519,425556	555,833889	536,416111
