power	integration	peak value	peak location
-0,000190	192889,648155	0,000000	0,000000
-0,000084	193656,421108	0,000000	0,000000
0,000097	193562,041829	0,000000	0,000000
0,000019	193017,834938	0,000000	0,000000
0,001144	192796,207973	0,000000	0,000000
0,001337	192796,207973	0,000000	0,000000
0,000798	192623,883617	0,000000	0,000000
0,000603	193038,495079	0,000000	0,000000
0,000322	192712,628313	0,000000	0,000000
0,000352	194323,649746	0,000000	0,000000
-0,000105	192842,693290	0,000000	0,000000
