178,106480	866,518333	864,091111	864,091111	868,945556	859,236667	919,917222	992,733889	861,663889	861,663889	844,673333	893,217778	885,936111	885,936111	837,391667	910,208333	847,100556	876,227222	876,227222	893,217778	861,663889	861,663889	958,752778	900,499444	885,936111	890,790556	946,616667	963,607222	963,607222	907,781111	907,781111	861,663889	864,091111	873,800000	786,420000	915,062778	842,246111	871,372778	941,762222	946,616667	905,353889	888,363333	888,363333	859,236667	944,189444	842,246111	825,255556	900,499444	900,499444	837,391667	961,180000	985,452222	847,100556
178,493382	866,518333	864,091111	864,091111	868,945556	859,236667	919,917222	992,733889	861,663889	861,663889	844,673333	893,217778	885,936111	885,936111	837,391667	910,208333	847,100556	876,227222	876,227222	893,217778	861,663889	861,663889	958,752778	900,499444	885,936111	890,790556	946,616667	963,607222	963,607222	907,781111	907,781111	861,663889	864,091111	873,800000	786,420000	915,062778	842,246111	871,372778	941,762222	946,616667	905,353889	888,363333	888,363333	859,236667	944,189444	842,246111	825,255556	900,499444	900,499444	837,391667	961,180000	985,452222	847,100556
178,880256	866,518333	864,091111	864,091111	868,945556	859,236667	919,917222	992,733889	861,663889	861,663889	844,673333	893,217778	885,936111	885,936111	837,391667	910,208333	847,100556	876,227222	876,227222	893,217778	861,663889	861,663889	958,752778	900,499444	885,936111	890,790556	946,616667	963,607222	963,607222	907,781111	907,781111	861,663889	864,091111	873,800000	786,420000	915,062778	842,246111	871,372778	941,762222	946,616667	905,353889	888,363333	888,363333	859,236667	944,189444	842,246111	825,255556	900,499444	900,499444	837,391667	961,180000	985,452222	847,100556
179,267103	820,401111	873,800000	873,800000	817,973889	888,363333	752,438889	774,283889	837,391667	837,391667	873,800000	781,565556	735,448333	735,448333	837,391667	810,692222	827,682778	800,983333	800,983333	866,518333	842,246111	842,246111	915,062778	805,837778	764,575000	847,100556	762,147778	854,382222	854,382222	803,410556	803,410556	747,584444	842,246111	861,663889	730,593889	859,236667	803,410556	844,673333	788,847222	861,663889	830,110000	786,420000	786,420000	810,692222	808,265000	813,119444	788,847222	878,654444	783,992778	798,556111	861,663889	830,110000	851,955000
179,653922	776,711111	781,565556	781,565556	762,147778	757,293333	774,283889	786,420000	822,828333	822,828333	820,401111	779,138333	776,711111	776,711111	815,546667	793,701667	822,828333	817,973889	817,973889	774,283889	830,110000	830,110000	788,847222	810,692222	759,720556	839,818889	757,293333	779,138333	779,138333	866,518333	866,518333	745,157222	793,701667	774,283889	798,556111	754,866111	830,110000	810,692222	752,438889	800,983333	837,391667	820,401111	820,401111	769,429444	769,429444	759,720556	771,856667	781,565556	776,711111	759,720556	759,720556	796,128889	800,983333
180,040713	740,302778	837,391667	837,391667	762,147778	810,692222	788,847222	803,410556	781,565556	781,565556	810,692222	810,692222	842,246111	842,246111	854,382222	783,992778	830,110000	754,866111	754,866111	750,011667	813,119444	813,119444	822,828333	696,612778	817,973889	837,391667	759,720556	791,274444	791,274444	793,701667	793,701667	764,575000	779,138333	851,955000	813,119444	759,720556	805,837778	684,476667	791,274444	796,128889	720,885000	832,537222	832,537222	808,265000	779,138333	796,128889	723,312222	759,720556	752,438889	764,575000	805,837778	815,546667	774,283889
180,427476	757,293333	788,847222	788,847222	725,739444	781,565556	803,410556	866,518333	737,875556	737,875556	837,391667	754,866111	839,818889	839,818889	868,945556	861,663889	834,964444	798,556111	798,556111	779,138333	754,866111	754,866111	793,701667	774,283889	832,537222	803,410556	718,457778	771,856667	771,856667	740,302778	740,302778	771,856667	720,885000	849,527778	851,955000	788,847222	779,138333	733,021111	737,875556	762,147778	711,176111	783,992778	783,992778	767,002222	769,429444	791,274444	844,673333	779,138333	805,837778	822,828333	791,274444	762,147778	754,866111
180,814211	796,128889	798,556111	798,556111	754,866111	747,584444	747,584444	776,711111	733,021111	733,021111	815,546667	817,973889	757,293333	757,293333	728,166667	825,255556	735,448333	803,410556	803,410556	762,147778	796,128889	796,128889	793,701667	796,128889	803,410556	771,856667	757,293333	767,002222	767,002222	745,157222	745,157222	764,575000	779,138333	793,701667	786,420000	776,711111	781,565556	679,622222	767,002222	723,312222	752,438889	737,875556	737,875556	781,565556	771,856667	800,983333	730,593889	754,866111	716,030556	686,903889	783,992778	752,438889	800,983333
181,200918	759,720556	762,147778	762,147778	723,312222	720,885000	767,002222	769,429444	740,302778	740,302778	716,030556	798,556111	805,837778	805,837778	767,002222	728,166667	750,011667	788,847222	788,847222	720,885000	716,030556	716,030556	684,476667	716,030556	779,138333	769,429444	708,748889	752,438889	752,438889	786,420000	786,420000	767,002222	813,119444	779,138333	708,748889	793,701667	781,565556	844,673333	725,739444	713,603333	735,448333	754,866111	754,866111	764,575000	767,002222	771,856667	786,420000	798,556111	856,809444	747,584444	764,575000	796,128889	759,720556
181,587598	783,992778	759,720556	759,720556	754,866111	810,692222	752,438889	786,420000	733,021111	733,021111	796,128889	735,448333	791,274444	791,274444	759,720556	830,110000	786,420000	786,420000	786,420000	740,302778	791,274444	791,274444	764,575000	837,391667	786,420000	779,138333	774,283889	718,457778	718,457778	771,856667	771,856667	817,973889	774,283889	808,265000	810,692222	800,983333	810,692222	769,429444	725,739444	740,302778	745,157222	842,246111	842,246111	798,556111	769,429444	762,147778	786,420000	776,711111	793,701667	742,730000	764,575000	723,312222	767,002222
