wavelength-0,000787	-0,000872	-0,001247	-0,001221	-0,001062	-0,001165	-0,000505	0,000379	-0,000087	0,000049	-0,001129

178,106480	803,410556	803,410556	820,401111	820,401111	873,800000	825,255556	813,119444	810,692222	769,429444	737,875556	793,701667
178,493382	803,410556	803,410556	820,401111	820,401111	873,800000	825,255556	813,119444	810,692222	769,429444	737,875556	793,701667
178,880256	803,410556	803,410556	820,401111	820,401111	873,800000	825,255556	813,119444	810,692222	769,429444	737,875556	793,701667
179,267103	747,584444	747,584444	674,767778	674,767778	769,429444	767,002222	689,331111	762,147778	679,622222	737,875556	796,128889
179,653922	757,293333	757,293333	735,448333	735,448333	759,720556	708,748889	708,748889	730,593889	665,058889	737,875556	696,612778
180,040713	737,875556	737,875556	752,438889	752,438889	648,068333	737,875556	713,603333	699,040000	733,021111	730,593889	720,885000
180,427476	703,894444	703,894444	686,903889	686,903889	716,030556	669,913333	674,767778	703,894444	708,748889	745,157222	694,185556
180,814211	730,593889	730,593889	665,058889	665,058889	720,885000	701,467222	650,495556	677,195000	640,786667	701,467222	720,885000
181,200918	718,457778	718,457778	706,321667	706,321667	672,340556	713,603333	660,204444	735,448333	684,476667	672,340556	672,340556
181,587598	699,040000	699,040000	672,340556	672,340556	660,204444	757,293333	674,767778	737,875556	754,866111	618,941667	718,457778
181,974250	682,049444	682,049444	769,429444	769,429444	665,058889	689,331111	708,748889	718,457778	645,641111	618,941667	691,758333
182,360873	660,204444	660,204444	657,777222	657,777222	662,631667	747,584444	716,030556	631,077778	689,331111	686,903889	762,147778
182,747469	696,612778	696,612778	718,457778	718,457778	665,058889	691,758333	691,758333	686,903889	677,195000	720,885000	718,457778
183,134037	706,321667	706,321667	684,476667	684,476667	657,777222	745,157222	677,195000	691,758333	657,777222	635,932222	696,612778
183,520577	672,340556	672,340556	701,467222	701,467222	633,505000	711,176111	711,176111	677,195000	788,847222	669,913333	699,040000
183,907089	708,748889	708,748889	759,720556	759,720556	684,476667	650,495556	691,758333	696,612778	742,730000	650,495556	735,448333
184,293573	711,176111	711,176111	701,467222	701,467222	640,786667	706,321667	703,894444	754,866111	657,777222	759,720556	757,293333
184,680029	689,331111	689,331111	728,166667	728,166667	633,505000	686,903889	667,486111	706,321667	682,049444	701,467222	696,612778
185,066457	735,448333	735,448333	720,885000	720,885000	757,293333	672,340556	655,350000	740,302778	740,302778	750,011667	728,166667
185,452857	750,011667	750,011667	762,147778	762,147778	779,138333	708,748889	669,913333	701,467222	783,992778	720,885000	694,185556
185,839229	735,448333	735,448333	754,866111	754,866111	842,246111	728,166667	752,438889	757,293333	713,603333	730,593889	706,321667
186,225573	694,185556	694,185556	699,040000	699,040000	752,438889	711,176111	762,147778	696,612778	730,593889	716,030556	716,030556
186,611889	733,021111	733,021111	742,730000	742,730000	764,575000	757,293333	793,701667	723,312222	769,429444	720,885000	706,321667
186,998176	725,739444	725,739444	716,030556	716,030556	682,049444	713,603333	769,429444	740,302778	723,312222	752,438889	725,739444
187,384436	813,119444	813,119444	767,002222	767,002222	767,002222	783,992778	771,856667	762,147778	742,730000	740,302778	757,293333
187,770668	757,293333	757,293333	725,739444	725,739444	844,673333	740,302778	805,837778	759,720556	708,748889	720,885000	694,185556
188,156871	822,828333	822,828333	776,711111	776,711111	771,856667	791,274444	733,021111	825,255556	725,739444	788,847222	728,166667
188,543046	725,739444	725,739444	796,128889	796,128889	844,673333	750,011667	810,692222	718,457778	781,565556	745,157222	791,274444
188,929193	798,556111	798,556111	839,818889	839,818889	781,565556	771,856667	820,401111	750,011667	796,128889	776,711111	810,692222
189,315312	810,692222	810,692222	708,748889	708,748889	817,973889	730,593889	791,274444	820,401111	740,302778	769,429444	759,720556
189,701403	844,673333	844,673333	764,575000	764,575000	898,072222	774,283889	832,537222	847,100556	745,157222	854,382222	803,410556
190,087466	745,157222	745,157222	769,429444	769,429444	866,518333	745,157222	827,682778	737,875556	810,692222	830,110000	788,847222
190,473500	810,692222	810,692222	837,391667	837,391667	800,983333	830,110000	822,828333	803,410556	830,110000	854,382222	762,147778
190,859506	868,945556	868,945556	813,119444	813,119444	868,945556	861,663889	832,537222	844,673333	817,973889	750,011667	851,955000
191,245484	800,983333	800,983333	851,955000	851,955000	827,682778	815,546667	847,100556	847,100556	856,809444	796,128889	817,973889
191,631434	854,382222	854,382222	834,964444	834,964444	851,955000	730,593889	815,546667	805,837778	803,410556	839,818889	839,818889
192,017355	847,100556	847,100556	800,983333	800,983333	822,828333	740,302778	900,499444	820,401111	859,236667	856,809444	847,100556
192,403248	796,128889	796,128889	800,983333	800,983333	898,072222	779,138333	800,983333	800,983333	825,255556	791,274444	917,490000
192,789113	864,091111	864,091111	861,663889	861,663889	808,265000	883,508889	822,828333	856,809444	854,382222	876,227222	871,372778
193,174949	888,363333	888,363333	859,236667	859,236667	825,255556	856,809444	859,236667	851,955000	844,673333	873,800000	902,926667
