-0,000258	485587,966949	26229,900792	403,980696
-0,000263	484501,431363	25691,956276	403,980696
-0,000279	484466,684762	26012,888266	403,980696
-0,000229	484945,624390	26000,761578	403,980696
-0,000209	484992,109706	26133,042537	403,980696
-0,000199	485391,226063	26311,110320	403,980696
-0,000200	485587,966949	26227,067770	403,980696
-0,000572	478274,746656	25526,837413	403,980696
-0,000862	477821,162656	25418,548611	403,980696
-0,000574	478417,489447	25426,844845	403,980696
-0,000517	479111,482358	25539,525912	403,980696
-0,000618	479049,501936	25472,037285	403,980696
