0.000000	7.313597
0.547000	7.313597
1.147000	6.964890
1.747000	6.964890
2.347000	7.313597
2.946000	6.964890
3.546000	7.313597
4.146000	7.313597
4.745000	7.313597
5.345000	7.313597
5.945000	7.313597
6.545000	7.313597
7.144000	7.313597
7.744000	6.964890
8.344000	6.964890
8.943000	7.313597
9.543000	6.965771
10.143000	7.313597
10.743000	7.313597
11.342000	7.313597
11.942000	7.313597
12.542000	7.662347
13.142000	6.964890
13.741000	6.964890
14.340000	6.965771
14.939000	7.314522
15.539000	7.314522
16.139000	6.965771
16.740000	7.662347
17.340000	6.965771
17.940000	6.965771
18.540000	7.314522
19.138000	6.965771
19.738000	7.314522
20.338000	6.965771
20.938000	7.314522
21.538000	6.965771
22.138000	6.965771
22.738000	6.965771
23.337000	7.314522
23.936000	7.314522
24.536000	6.965771
25.136000	7.314522
25.736000	7.314522
26.336000	7.316371
26.935000	7.664285
27.535000	7.665253
28.135000	8.014179
28.734000	7.665253
29.333000	7.315447
29.933000	6.966652
30.533000	6.617902
31.133000	6.966652
31.733000	7.315447
32.333000	7.315447
32.933000	7.315447
33.533000	6.966652
34.133000	6.966652
34.733000	6.967533
35.333000	7.666221
35.933000	7.665253
36.533000	7.666221
37.133000	7.666221
37.733000	7.666221
38.333000	7.666221
38.932000	7.317295
39.532000	8.363149
40.132000	8.014179
40.732000	8.363149
41.332000	8.014179
41.932000	8.014179
42.532000	8.014179
43.132000	8.014179
43.731000	8.014179
44.331000	8.014179
44.931000	8.014179
45.531000	8.014179
46.131000	8.014179
46.731000	8.014179
47.331000	8.014179
47.931000	8.014179
48.530000	8.014179
49.130000	8.363149
49.730000	7.317295
50.330000	7.666221
50.930000	8.014179
51.530000	7.666221
52.131000	7.666221
52.731000	8.014179
53.330000	7.665253
53.930000	7.665253
54.530000	7.665253
55.130000	7.317295
55.730000	8.014179
56.330000	7.316371
56.930000	6.968413
57.530000	7.317295
58.130000	6.968413
58.729000	6.968413
59.328000	6.968413
59.928000	6.968413
60.528000	7.317295
61.128000	6.968413
61.728000	7.317295
62.328000	6.968413
62.928000	6.968413
63.526000	6.968413
64.126000	7.665253
64.726000	6.968413
65.326000	7.317295
65.926000	6.968413
66.526000	6.968413
67.126000	7.317295
67.725000	7.665253
68.324000	7.316371
68.924000	6.968413
69.525000	6.968413
70.125000	6.968413
70.725000	7.316371
71.324000	7.665253
71.924000	6.968413
72.524000	7.317295
73.123000	6.968413
73.723000	6.968413
74.323000	6.968413
74.923000	8.364204
75.522000	8.015191
76.122000	8.015191
76.722000	8.015191
77.322000	8.015191
77.921000	8.015191
78.521000	8.015191
79.121000	8.015191
79.720000	8.015191
80.320000	8.015191
80.920000	8.015191
81.520000	8.015191
82.120000	8.015191
82.719000	7.666221
83.318000	8.015191
83.918000	8.015191
84.518000	8.015191
85.118000	8.015191
85.718000	7.666221
86.318000	8.364204
86.919000	8.015191
87.517000	8.015191
88.117000	8.015191
88.717000	8.015191
89.317000	8.015191
89.917000	8.015191
90.517000	8.015191
91.117000	8.015191
91.716000	8.015191
92.316000	7.666221
92.915000	8.015191
93.515000	8.015191
94.115000	8.015191
94.715000	7.666221
95.315000	7.318219
95.914000	7.318219
96.514000	6.969293
97.114000	7.318219
97.713000	7.666221
98.313000	7.666221
98.913000	6.969293
99.512000	7.318219
100.112000	7.318219
100.712000	6.969293
101.312000	7.318219
101.912000	7.318219
102.511000	6.969293
103.111000	7.318219
103.710000	7.318219
104.311000	6.969293
104.911000	6.969293
105.511000	6.969293
106.111000	7.318219
106.711000	6.969293
107.310000	6.969293
107.909000	7.318219
108.509000	7.318219
109.109000	7.318219
109.709000	745.487284
110.309000	668.609233
110.909000	662.895397
111.509000	668.609233
112.108000	668.609233
112.708000	505.057432
113.308000	668.609233
113.908000	668.609233
114.508000	847.682934
115.108000	668.609233
115.708000	668.609233
116.308000	668.609233
116.908000	668.609233
117.507000	745.487284
118.107000	668.609233
118.707000	745.487284
119.307000	668.609233
119.907000	668.609233
120.507000	668.609233
121.107000	668.609233
121.706000	668.609233
122.306000	668.609233
122.906000	668.609233
123.506000	668.609233
124.106000	668.609233
124.706000	668.609233
125.306000	668.609233
125.906000	745.487284
126.506000	668.609233
